% Created by Java Audio Feature Extraction
%   (c) Institute of Software Technology and Interactive Systems
%       Vienna University of Technology, Austria

@RELATION "C:\Users\Ben\Documents\TU Wien\GTZAN_output\GTZAN.rh.arff"
@ATTRIBUTE feature1	NUMERIC
@ATTRIBUTE feature2	NUMERIC
@ATTRIBUTE feature3	NUMERIC
@ATTRIBUTE feature4	NUMERIC
@ATTRIBUTE feature5	NUMERIC
@ATTRIBUTE feature6	NUMERIC
@ATTRIBUTE feature7	NUMERIC
@ATTRIBUTE feature8	NUMERIC
@ATTRIBUTE feature9	NUMERIC
@ATTRIBUTE feature10	NUMERIC
@ATTRIBUTE feature11	NUMERIC
@ATTRIBUTE feature12	NUMERIC
@ATTRIBUTE feature13	NUMERIC
@ATTRIBUTE feature14	NUMERIC
@ATTRIBUTE feature15	NUMERIC
@ATTRIBUTE feature16	NUMERIC
@ATTRIBUTE feature17	NUMERIC
@ATTRIBUTE feature18	NUMERIC
@ATTRIBUTE feature19	NUMERIC
@ATTRIBUTE feature20	NUMERIC
@ATTRIBUTE feature21	NUMERIC
@ATTRIBUTE feature22	NUMERIC
@ATTRIBUTE feature23	NUMERIC
@ATTRIBUTE feature24	NUMERIC
@ATTRIBUTE feature25	NUMERIC
@ATTRIBUTE feature26	NUMERIC
@ATTRIBUTE feature27	NUMERIC
@ATTRIBUTE feature28	NUMERIC
@ATTRIBUTE feature29	NUMERIC
@ATTRIBUTE feature30	NUMERIC
@ATTRIBUTE feature31	NUMERIC
@ATTRIBUTE feature32	NUMERIC
@ATTRIBUTE feature33	NUMERIC
@ATTRIBUTE feature34	NUMERIC
@ATTRIBUTE feature35	NUMERIC
@ATTRIBUTE feature36	NUMERIC
@ATTRIBUTE feature37	NUMERIC
@ATTRIBUTE feature38	NUMERIC
@ATTRIBUTE feature39	NUMERIC
@ATTRIBUTE feature40	NUMERIC
@ATTRIBUTE feature41	NUMERIC
@ATTRIBUTE feature42	NUMERIC
@ATTRIBUTE feature43	NUMERIC
@ATTRIBUTE feature44	NUMERIC
@ATTRIBUTE feature45	NUMERIC
@ATTRIBUTE feature46	NUMERIC
@ATTRIBUTE feature47	NUMERIC
@ATTRIBUTE feature48	NUMERIC
@ATTRIBUTE feature49	NUMERIC
@ATTRIBUTE feature50	NUMERIC
@ATTRIBUTE feature51	NUMERIC
@ATTRIBUTE feature52	NUMERIC
@ATTRIBUTE feature53	NUMERIC
@ATTRIBUTE feature54	NUMERIC
@ATTRIBUTE feature55	NUMERIC
@ATTRIBUTE feature56	NUMERIC
@ATTRIBUTE feature57	NUMERIC
@ATTRIBUTE feature58	NUMERIC
@ATTRIBUTE feature59	NUMERIC
@ATTRIBUTE feature60	NUMERIC
@ATTRIBUTE SongName string
@ATTRIBUTE class {'reggae','classical','metal','hiphop','jazz','disco','rock','pop','blues','country'}

@DATA
37.689673898163846,83.97210580975342,90.74768564438443,125.61960605982901,136.1362101237386,204.35151045555088,149.96359312677623,155.64172518332873,220.08249056019824,237.92627431774403,362.8734848067072,611.8432069948465,436.8177066706534,296.27258854044766,215.2787432905514,176.23319835957048,199.35533150919633,245.85796114392377,278.20034028123666,175.54527527025257,179.84385186201408,158.90105351331493,204.25056195505732,194.96490497063587,345.77769113218795,166.26668784945244,163.98574586264874,128.29499358065206,139.56222174713355,132.1239255302572,162.74320768691703,129.28482456184082,116.95597837194433,101.92440605892916,129.4800907730958,103.18101558357823,428.62743788040177,139.91605144005047,108.96759993787829,98.96294252214706,120.31955363984852,98.14537507118,112.84824573218134,84.44990170461358,85.82887216850882,91.17950126800154,88.45914866767805,86.15211212314158,118.72988201922989,117.89975602343826,74.81381567434461,93.45999427648248,79.52096825868207,67.25805174433432,66.00822085180866,60.70166614071801,67.12290158569887,57.21391705596906,61.55313695397317,59.3194671866941,blues\blues.00000.mp3,'blues'
89.40763110450268,95.58051510335059,138.0780918180596,150.35198245678134,153.4754395422464,204.65711111418096,421.0757581064497,181.49081569448737,184.4632703433833,180.79022890459618,219.15872285486194,260.48041476067283,411.1954093429799,309.00702042304897,183.08657808330642,179.78816845880607,182.28778801813627,188.27322472268241,228.42444755666767,622.3981335243247,199.6547260920238,137.04495060045787,190.77102050561356,153.30415815175354,150.28714757975425,127.46325817600624,141.569309841936,105.85458605684764,121.51951483281903,110.67433103751863,122.06148793104325,145.08931135783578,180.22355749987432,263.48968174522514,128.26485692902068,113.98325414819867,100.03258261353415,92.22493801704304,96.62366260157357,156.8627822587105,116.69630232508712,98.8596217602638,89.88135797307065,75.5840252111097,86.81535311374142,77.88481503838159,86.8812373673038,99.25881587347543,64.28879592192123,60.64865277175441,53.01423958515612,67.77049110354233,82.40401902810001,79.17944720091515,71.3033498742847,64.19600668554462,53.411996599467635,59.63278545314437,59.91378506460402,53.54231235447842,blues\blues.00001.mp3,'blues'
44.38560438443908,99.37091407878653,117.82636264137484,133.48059276417675,151.78245457500245,159.4935822510399,146.0316999787442,225.2766325862338,181.76961753885016,227.295635024484,224.34914372204983,267.2097719191765,252.13891812228414,234.09581073224612,413.1998611372319,617.6143760242451,403.80762106095995,355.770660317282,336.37630580802505,206.0000376953188,222.1239915313726,186.45967726749464,165.42232639567268,170.0245303597181,181.4048908841722,193.2610115002068,215.22642621059813,175.2561459752143,182.5450200050473,233.6326185536122,413.7805788382594,226.30187156724278,243.21032961165994,175.7955133156755,144.87186918770743,166.9915875210373,127.35170428440937,95.50260938362368,104.58502704643357,126.17969444211732,125.85397862348432,129.19120435545952,104.03255303567853,159.79814379153834,151.5782373910683,160.64106233492487,252.90036594364864,196.5574987512964,96.94542784260747,89.45302458432452,84.44620720066348,102.4958969835182,81.12305245759138,88.74833370731858,75.74822666638724,64.60113995611873,68.93388600592482,74.35873909225413,63.11658168142546,60.98075011944304,blues\blues.00002.mp3,'blues'
37.83226920787855,73.52009629588744,201.08266235873293,105.0157267559794,140.4540963660919,373.4896017452896,150.48857461349382,179.90396598317835,199.18563000975632,152.71252739650336,203.33772019274153,434.4184621814941,223.99573348187903,216.83484308178632,180.05935832261358,181.5683038855864,201.4337976713864,417.6443403404576,473.0765913587973,296.6710872881605,179.87229203747185,187.13457043358562,138.75521281865727,159.22485571241123,192.1487432505545,127.27924763604705,103.88245678393551,102.61438824525165,110.30758514970753,121.10441394697679,233.2976851943059,118.79249095782995,94.5602446973532,117.265660358803,111.2029773739531,88.86204886762579,224.06631871181327,86.96549315331288,101.0016040644198,86.28520327163895,69.73542760491105,83.789003210136,70.453426837572,81.202079331893,86.7043408561787,64.81605533654167,57.10641582111319,71.5786149335636,78.12562493643576,87.86393202560734,72.5635495421594,63.780786654436255,61.6631937690514,52.175451995035296,81.45910388154027,60.10377726437695,60.48466418146993,42.87146179402198,50.591933732972095,43.069174901370545,blues\blues.00003.mp3,'blues'
86.13944586578991,144.66022913226706,160.87277623136168,123.60287405038332,107.49961157211264,133.35439526931805,306.4134467120546,226.95021575496293,375.49673640735773,241.03706125686404,283.7230802492807,191.81842157306193,318.76020196818473,449.5708104677378,246.6258933773174,175.44499652858644,165.91229779687606,179.30536503756383,315.29816309966634,458.042091103101,393.9025841974581,271.5428920035148,157.47287047947006,119.42857192781025,169.59964577118132,111.93404005953796,199.63634435121406,161.30693917207174,143.49603893106175,140.8089198188589,109.90982775744942,145.2953815201052,124.84044856441272,200.82711899949024,163.27536517183344,113.66764373707139,133.49282720338292,105.6385319761098,116.83459352874054,131.71479027235392,156.99551733440205,138.24926231840476,103.86616098793397,84.31549266343356,74.87480147713782,85.06059786146008,127.37842667071088,94.18898758031841,111.33395049923921,53.12367688417924,88.74084720804727,82.620988420188,73.42363614103,106.01297204021355,74.28067112489396,97.69780106581774,62.54362500653517,59.39723540800797,59.21738105853376,58.761586165908994,blues\blues.00005.mp3,'blues'
79.86432003224995,92.21208038278839,123.44707508557751,126.37423473659287,148.09007814597828,164.4310057101943,195.04676105517746,167.59601032768796,157.42742195190561,244.25519993294319,181.92821718976583,267.73649263074105,627.4661886254922,305.0839140215578,264.63129718446356,291.09217572783183,218.74631216987257,214.34242448889296,171.4122641944883,203.2400294701211,155.2114350221437,172.60994287151257,199.77696808850197,184.7961071217822,161.06136476157954,218.70086956235778,277.42957909742586,159.6202384050213,169.7481597398212,131.80634735769559,124.39793077602916,141.02126459495975,173.47039157331102,142.76884381771174,123.8237781041765,114.29224421523104,126.40957038956051,129.1852580999134,236.96834692009506,236.1380971419297,168.06736319665677,163.74149469025963,102.8253569833685,122.36934906915144,123.51661314130503,90.29781129996866,120.31244322205355,65.34755986840585,97.57658516534786,81.68505705054605,92.74587854885203,87.5211227692348,137.7053120983128,93.53192609759948,60.635979357621046,81.45975361530763,67.2804158894698,63.08244478224603,60.65994868506035,57.15173215544052,blues\blues.00004.mp3,'blues'
119.16366023984105,180.30821374074827,151.00132520053424,217.41805839286855,194.38859703687336,194.58858134331402,366.0392286868439,307.97914543278364,275.96194825354354,290.79192893415063,265.0229890000157,278.3289590330361,321.6457053452391,443.1393912873248,459.56522570294504,425.28013235388113,276.64918598787403,236.05994140079676,202.06187735213734,282.9036862723282,333.1633831666706,459.08738417593565,393.1852180720225,244.17960328400278,195.42830399853932,211.90686072020623,235.13266781707682,285.86636440580645,179.57614531556698,182.40248104338045,183.97046029490375,188.93221021732876,133.3084615292463,148.0686926106203,158.64639481269353,168.59754940735186,211.03779833158032,153.71477081713897,144.19940376304825,100.8981395437953,174.53007330748787,168.77842575671443,125.62569436891994,130.92668293068468,122.80949737858458,91.39670751775101,85.27675185697687,105.6982092538144,88.86082167202348,104.26499905495392,88.37632680644633,78.88589060395708,94.09999880029905,101.08313536730574,83.9048312456527,99.65086003089598,77.14688362953657,63.821211915149725,70.96177322878798,91.23894098834694,blues\blues.00006.mp3,'blues'
93.0786253062013,123.3077768849016,175.71481945954815,160.94739751508124,215.74878471778075,191.3816959732138,225.89685508872265,191.35296045122567,420.98590759540264,292.4659691331678,295.43211173259556,240.16296833761388,247.45264037876152,257.05762815694044,249.00830171503296,266.9429844173726,376.9788950265338,371.10715621049945,267.52852654064066,177.5345522170532,217.76702875610872,215.87740515506687,227.56835491202668,171.50634682742455,220.7961456991711,202.96865182464677,270.7865059507589,283.06704028789864,176.6399650990486,177.25533577748058,155.55569961283817,142.50169936454745,133.04856458301228,140.53971344391002,112.44424090808995,156.53095725255207,111.57074149915043,124.66069195205236,111.17656674335672,123.2663090799526,95.64929706757681,104.2407082454253,120.25951254039927,142.0292174097944,109.25996465031069,134.2456831885253,105.3136684794531,75.33862983440807,76.67475045281208,74.1218616927758,72.72102850195593,60.31088985158109,58.93491074966829,61.26451971022467,65.04249834077876,68.58287752745886,74.40311695730246,58.798159672088104,71.58425256733318,57.10129611811205,blues\blues.00007.mp3,'blues'
25.58237612868114,98.09866980841956,70.83684772153092,113.00753364082524,91.34596849715886,121.23846590450515,127.19394744860752,236.36352699019346,189.9243106955843,265.65142913918856,176.18261741481658,185.2108390997577,186.4522661347787,205.57155651833278,213.725299288713,500.39604746233687,788.289881828693,327.113370899827,184.47284908207055,201.08408012407384,190.70361903399674,145.24471120569325,210.59174219210777,116.30759083615473,341.59004014333306,140.95506562479372,131.0897072104756,139.6975669252466,137.07056966321701,130.32846590696735,125.9281877099243,175.28267452216707,414.10815040744325,139.1500513472262,146.0246919247153,107.05894224449516,86.24641040971566,100.85434256356987,84.07238642733077,89.79018668198614,95.1213714190677,130.9520860783409,77.58067585482365,74.57536379136248,79.09443714616255,81.28823960771768,89.07497480688487,80.00375256802589,103.24902750669797,249.35708846751248,79.61119968154313,57.77456828791766,67.02900734843165,60.17264198560754,61.61433781869928,73.36696769812605,66.5022205265614,85.04283788266136,56.82162380179453,48.6381387912673,blues\blues.00008.mp3,'blues'
96.56846773756068,157.16298578883743,131.21600887463197,211.54381558847268,209.96986209693293,152.84783128517537,181.1509592783853,239.03825164008705,198.2813435275677,234.90851378712398,208.98516792355764,177.06850883332007,168.02197570422925,184.10195925540205,195.0064388298583,253.96299407692584,159.95933224071814,175.91292268941257,184.82695240398735,190.51726518971654,139.9280003818909,136.35874778219107,174.1220376907901,246.4301230399478,147.53407797459244,144.41272719814938,131.61685897751192,112.16906532259813,118.00866553334484,93.5300296618176,117.39887262360403,119.92622387811103,111.42335512015286,105.08291588788529,123.22418226763344,91.2628789980854,110.67587581151341,91.36667305975865,99.18661321846452,93.2026163051943,101.37425042066633,100.16329406687134,82.59041452348805,65.22878254842597,97.48135332762503,73.8017391811454,55.62193761728854,66.55010518923804,96.88925837225686,68.02075609005226,49.2929467539388,43.651575340393215,42.65773277742902,50.822086377977165,52.66381405881346,42.44934677717853,46.03904085536809,48.133749694982015,45.89587177152882,50.80202009503827,blues\blues.00009.mp3,'blues'
